"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-03-30","3.8",",,W","1.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","5.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-03-31","2.0",",,W","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","8.3",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-01","1.3",",,W","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","9.4",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-02","3.1",",,W","22.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","6.7",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-03","6.3",",,W","39.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.2",",,W","5.0",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-04","3.0",",,W","5.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.7",",,W","2.8",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-05","3.6",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","3.3",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-06","3.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","5.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-07","2.9",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","6.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-08","1.0",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","6.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-09","1.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","12.8",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-10","3.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","10.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-11","2.8",",,W","6.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","10.0",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-12","4.0",",,W","8.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","13.3",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-13","5.2",",,W","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","8.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-14","2.2",",,W","2.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","8.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-15","2.4",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","14.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-16","1.9",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","12.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-17","3.1",",,W","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","10.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-18","4.8",",,W","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","7.2",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-19","2.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","7.8",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-20","1.9",",,W","1.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","8.3",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-21","2.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","5.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-22","1.8",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","5.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-23","2.2",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","7.8",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-24","2.2",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","10.0",",,W",,,,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-25","2.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","6.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-26","2.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","6.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-27","1.4",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","7.8",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-28","0.6",",,W","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","11.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-29","1.5",",,W","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","17.2",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-04-30","3.3",",,W","0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","11.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-01","1.3",",,W","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","11.7",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-02","1.6",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","11.7",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-03","2.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","11.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-04","2.2",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-05","2.1",",,W","7.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","9.4",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-06","1.0",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","11.7",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-07","1.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","15.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-08","1.7",",,W","5.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","18.3",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-09","2.6",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","13.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-10","2.7",",,W","5.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","8.9",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-11","1.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","8.3",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-12","1.2",",,W","3.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","8.9",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-13","1.7",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","9.4",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-14","0.8",",,W","0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","12.8",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-15","3.4",",,W","7.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","15.0",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-16","3.7",",,W","6.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","15.0",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-17","2.0",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","14.4",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-18","1.7",",,W","1.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","15.0",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-19","1.9",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","13.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-20","1.6",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","12.8",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-21","1.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","14.4",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-22","2.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","19.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-23","1.3",",,W","19.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","19.4",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-24","1.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","20.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-25","1.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","18.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-26","1.3",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","18.3",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-27","1.3",",,W","24.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","18.9",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-28","2.9",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","18.3",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-29","1.6",",,W","16.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","15.6",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-30","2.2",",,W","4.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","13.9",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-05-31","2.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","15.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-01","1.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","15.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-02","1.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","19.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-03","1.3",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","22.2",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-04","1.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","18.3",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-05","1.1",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","18.3",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-06","0.9",",,W","19.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","20.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-07","1.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","18.9",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-08","2.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","17.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-09","2.2",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","18.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-10","2.7",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","16.7",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-11","1.4",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","15.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-12","1.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","16.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-13","1.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","18.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-14","1.5",",,W","7.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","18.3",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-15","1.6",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","18.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-16","2.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.6",",,W","17.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-17","1.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","18.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-18","1.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","21.7",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-19","1.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","22.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-20","1.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.8",",,W","22.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-21","1.6",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"34.4",",,W","24.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-22","0.4",",,W","2.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.9",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-23",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","22.8",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-24",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","22.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-25","1.9",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","20.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-26","1.8",",,W","2.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.9",",,W","21.1",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2024-06-27","2.6",",,W","5.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","19.4",",,W","    1",",,W",,,"    1",",,W",,,,
